study_hours_per_day,dsa_hours_per_week,dsa_problems_solved,projects_count,internships,cgpa,mock_interviews,communication_score,resume_score,hackathons_participated,placement_status
4.6,3.9,52,1,0,6.87,4,6.3,3.5,2,Not Placed
3.8,1.5,17,2,0,6.95,7,5.6,2.7,0,Not Placed
3.8,0.6,6,2,1,5.86,4,6.7,5.4,3,Not Placed
4.0,1.2,18,1,0,6.55,2,5.2,4.6,2,Not Placed
4.8,6.8,80,0,0,7.66,2,4.2,2.5,0,Not Placed
3.8,7.5,92,3,0,7.41,6,6.7,4.4,2,Not Placed
6.4,1.3,11,3,1,8.58,1,9.0,7.9,0,Placed
3.2,8.7,107,3,0,5.16,2,5.6,3.8,2,Placed
4.2,4.6,54,2,1,6.79,3,4.4,1.7,1,Not Placed
3.8,6.4,59,3,1,6.24,2,8.9,6.0,2,Placed
6.7,10.8,91,3,1,8.12,6,6.1,6.3,2,Placed
4.8,8.7,106,0,0,7.32,3,7.4,4.5,3,Placed
6.0,5.2,69,1,1,8.77,3,4.9,5.8,1,Placed
2.3,3.3,38,4,0,6.34,4,6.0,5.7,1,Placed
4.9,0.0,0,1,1,8.44,0,8.1,7.0,3,Placed
5.8,3.8,48,2,1,7.43,3,6.2,5.9,2,Placed
4.6,5.4,45,3,0,6.32,4,6.2,5.8,2,Placed
6.1,3.0,33,1,0,9.07,8,3.8,3.6,0,Not Placed
3.7,5.6,51,1,0,7.17,3,7.2,4.7,3,Not Placed
6.6,6.2,57,4,1,7.79,1,4.8,6.9,1,Placed
7.9,5.3,50,5,0,9.28,4,7.7,6.1,2,Placed
4.0,4.0,43,1,0,7.56,1,6.3,1.3,0,Placed
3.8,6.5,54,1,0,7.0,3,6.4,4.5,2,Placed
6.7,7.3,79,5,1,7.83,1,7.2,8.0,1,Placed
6.9,2.7,31,0,1,8.13,6,6.6,3.4,3,Placed
3.7,10.2,116,2,1,7.06,3,8.6,5.2,2,Placed
3.9,5.7,60,1,1,7.07,3,8.3,5.9,2,Placed
4.1,6.1,84,2,0,7.89,5,4.2,4.0,1,Placed
2.5,8.1,73,2,0,6.05,6,5.7,4.6,3,Placed
3.1,6.7,77,1,1,5.89,1,7.3,4.2,1,Placed
3.0,8.9,74,3,0,8.3,3,4.6,3.3,2,Placed
3.3,6.9,58,3,0,6.8,2,3.6,4.3,2,Not Placed
4.4,4.2,50,3,0,7.81,3,4.9,4.3,2,Placed
4.9,7.1,84,1,0,7.79,3,5.8,4.6,1,Placed
6.8,2.6,36,0,0,8.54,3,1.0,1.0,1,Not Placed
3.0,6.3,75,2,1,6.34,1,4.3,5.1,1,Placed
6.0,5.9,86,1,0,6.03,1,3.3,2.2,3,Not Placed
4.2,5.4,44,4,0,6.35,1,7.7,5.5,1,Placed
4.4,5.6,48,4,0,7.44,4,7.4,7.0,2,Placed
5.5,0.4,2,1,1,5.85,1,6.4,3.8,1,Placed
2.8,4.4,40,0,0,6.46,2,6.2,3.1,2,Not Placed
5.1,6.3,74,2,1,8.0,1,6.8,5.8,3,Placed
4.7,6.5,81,2,1,7.96,3,4.5,4.3,1,Placed
5.2,2.9,24,4,0,8.04,1,7.9,7.3,3,Placed
4.9,9.8,143,1,1,8.14,2,6.1,5.2,1,Placed
8.2,3.4,47,1,1,10.0,2,7.4,5.7,2,Placed
3.5,8.9,89,2,1,7.54,4,7.3,5.9,0,Not Placed
3.7,7.3,62,6,1,6.99,3,6.8,9.9,3,Placed
3.6,4.1,37,1,0,6.69,1,6.5,5.3,2,Not Placed
3.7,11.3,100,0,0,6.91,4,6.4,4.1,3,Placed
3.5,2.4,21,1,0,6.58,2,5.9,4.3,0,Placed
6.3,8.8,101,1,0,8.92,3,6.7,3.4,0,Placed
6.6,9.0,87,0,1,8.72,4,6.3,4.1,0,Placed
3.6,4.0,41,1,0,6.56,2,5.3,3.9,2,Not Placed
3.3,10.2,151,1,1,7.55,3,6.9,6.1,3,Placed
5.2,5.2,67,4,1,7.4,4,6.4,7.5,1,Placed
3.7,6.9,100,6,1,6.17,2,7.8,9.1,0,Placed
5.4,6.8,61,1,1,7.72,2,3.3,5.2,0,Placed
4.8,5.6,59,1,0,6.83,3,6.1,3.5,1,Placed
2.2,8.4,100,1,0,6.77,8,4.9,4.1,1,Not Placed
6.8,8.4,71,2,0,7.82,5,5.2,4.7,1,Placed
7.2,0.8,6,0,0,8.52,2,6.8,3.9,0,Not Placed
3.6,9.9,125,5,0,7.45,3,3.8,5.4,5,Placed
3.9,1.0,12,2,0,6.46,2,6.2,4.8,2,Placed
4.9,9.1,98,2,1,7.75,0,6.0,4.5,1,Placed
5.0,9.4,107,1,0,6.82,3,4.4,3.2,2,Placed
5.5,2.7,29,1,0,7.91,2,6.2,4.5,1,Not Placed
7.5,4.8,38,1,1,9.15,4,4.9,4.4,1,Placed
4.2,2.7,27,6,0,7.09,1,9.3,6.4,2,Placed
3.3,5.4,49,2,0,6.67,3,7.8,3.5,0,Placed
2.4,5.1,44,1,1,6.53,3,6.1,3.8,1,Not Placed
3.4,8.3,122,0,1,6.51,2,5.4,3.6,0,Placed
4.5,9.9,121,4,1,7.85,2,6.8,6.0,0,Placed
7.2,10.2,133,0,0,9.56,4,7.2,4.2,2,Placed
3.7,4.3,44,4,1,6.21,3,6.4,7.8,1,Placed
4.8,5.4,57,1,1,8.65,4,4.5,5.2,2,Placed
4.5,0.9,9,3,0,7.03,2,5.7,5.0,3,Not Placed
6.3,3.6,31,2,1,9.54,2,6.1,6.3,2,Placed
8.3,8.9,82,2,1,8.94,2,6.4,4.9,2,Placed
3.7,10.8,147,3,0,7.35,6,6.5,4.9,0,Placed
3.8,2.3,29,1,0,7.37,0,7.1,3.0,3,Placed
6.1,4.2,49,1,1,7.76,2,8.0,6.8,0,Placed
5.5,5.9,67,1,1,7.81,4,7.5,7.3,1,Placed
7.3,6.8,98,2,0,9.64,1,6.9,4.3,1,Placed
5.4,3.6,30,1,1,7.46,3,4.1,1.5,0,Placed
4.0,7.3,72,1,0,6.69,4,7.8,3.5,1,Not Placed
5.4,4.6,47,1,0,6.89,2,7.2,3.6,2,Placed
6.2,6.0,80,3,0,9.18,2,5.6,3.3,0,Placed
5.7,7.6,114,6,1,7.53,3,6.0,6.6,1,Placed
5.3,6.0,58,2,1,8.47,5,6.1,5.5,4,Not Placed
6.1,4.7,66,0,0,7.63,4,5.3,3.3,3,Placed
6.3,5.7,78,0,0,8.94,2,3.4,1.0,2,Placed
6.6,5.7,54,3,0,8.85,1,4.3,3.4,2,Not Placed
5.5,4.9,52,3,1,7.58,4,4.6,5.2,4,Placed
4.2,5.2,56,4,1,6.61,7,3.0,3.9,2,Not Placed
4.7,10.8,160,2,1,6.9,8,4.3,4.6,2,Not Placed
6.3,7.7,71,0,1,7.69,4,7.7,4.7,1,Placed
3.3,5.1,69,2,1,7.38,4,6.7,5.1,2,Placed
5.1,8.1,83,3,0,7.64,2,4.5,3.2,1,Placed
3.9,5.0,65,2,0,6.17,3,5.0,4.0,3,Placed
4.5,9.5,104,1,0,7.1,3,7.8,3.8,4,Placed
6.4,7.1,85,2,1,8.12,2,7.8,4.4,2,Placed
4.8,5.7,78,2,1,5.9,5,6.1,5.3,2,Placed
4.6,7.3,100,1,0,7.15,4,7.8,3.2,0,Placed
2.5,1.3,18,1,1,6.74,2,4.9,2.4,0,Not Placed
5.6,2.6,22,4,0,7.71,5,6.3,5.7,0,Placed
5.5,2.4,31,2,0,7.91,2,3.8,2.9,3,Placed
7.7,6.4,57,4,1,9.21,3,5.5,5.3,2,Placed
4.0,11.2,122,1,1,6.78,4,6.0,4.8,2,Placed
4.8,12.7,150,1,1,7.93,1,3.5,3.8,0,Placed
4.9,7.9,85,3,0,8.46,6,6.9,5.5,4,Placed
6.9,7.5,87,2,0,7.37,3,7.1,5.0,3,Placed
4.4,0.6,8,1,1,6.94,1,7.5,3.8,1,Not Placed
4.9,4.4,39,1,0,9.09,1,9.5,6.6,2,Placed
5.4,3.6,46,1,0,7.83,2,6.6,4.5,2,Placed
4.8,4.1,44,1,1,7.37,2,5.9,3.6,3,Placed
3.8,5.5,49,0,0,6.73,2,3.6,1.8,0,Placed
4.8,4.6,41,3,1,8.29,6,6.6,6.3,0,Placed
6.1,0.1,0,4,1,7.4,0,6.8,6.8,1,Placed
3.0,8.2,116,1,0,7.13,4,4.0,4.4,5,Placed
4.7,2.8,39,3,0,7.16,4,5.6,2.7,2,Not Placed
3.4,6.7,100,0,1,6.2,5,6.0,2.5,0,Not Placed
6.3,12.2,115,3,1,7.98,4,6.8,3.9,2,Placed
2.2,3.2,34,1,1,6.08,3,7.3,5.3,3,Placed
3.7,0.0,0,2,1,6.48,3,5.2,5.3,0,Not Placed
5.1,5.1,58,3,1,8.31,4,6.3,6.3,2,Not Placed
6.8,9.3,101,2,1,7.9,3,6.9,5.3,2,Placed
4.4,11.9,124,1,0,7.3,5,5.7,3.9,2,Placed
3.7,2.3,28,1,0,7.21,2,5.4,3.0,0,Not Placed
7.3,7.5,90,2,0,8.75,5,7.1,5.5,6,Placed
2.3,4.6,42,1,0,6.7,1,5.7,4.6,2,Placed
1.2,5.7,64,2,0,5.3,1,4.2,2.4,1,Placed
5.2,13.9,165,2,0,8.02,3,8.1,4.9,1,Placed
3.7,1.5,17,3,1,7.33,3,4.4,4.9,0,Not Placed
3.0,6.8,64,5,0,7.16,3,5.9,7.4,0,Placed
5.6,7.4,97,2,0,6.46,3,6.5,3.6,0,Placed
4.9,9.3,75,2,0,7.79,1,6.7,5.6,1,Placed
3.7,6.3,65,1,0,7.46,4,6.3,2.3,1,Placed
2.6,6.9,93,4,0,6.0,7,1.6,4.4,3,Placed
5.8,4.8,57,2,0,7.52,2,4.9,4.5,0,Placed
5.5,6.8,66,2,0,7.25,1,6.4,4.3,2,Placed
4.4,5.0,63,0,1,6.45,4,5.8,4.8,1,Not Placed
7.3,7.9,94,1,1,9.1,5,6.8,4.5,0,Placed
2.9,4.9,66,1,1,8.04,1,7.5,4.4,2,Placed
2.2,7.1,93,1,1,5.72,3,6.8,6.7,4,Placed
3.5,5.9,72,2,0,6.4,4,4.9,3.1,2,Placed
4.4,9.4,107,3,1,7.23,1,5.2,6.1,2,Placed
4.9,5.8,52,3,1,6.31,7,8.4,8.1,1,Placed
4.1,0.7,6,4,0,6.58,2,5.7,6.1,1,Not Placed
5.0,9.8,106,3,1,7.47,4,5.9,6.3,1,Placed
2.6,3.3,40,1,0,5.69,1,6.8,4.7,1,Placed
6.7,4.0,46,3,1,9.17,2,7.9,7.8,2,Placed
4.4,4.2,42,1,1,6.28,4,4.6,4.2,2,Placed
6.2,10.1,81,2,0,8.72,4,5.3,3.8,2,Not Placed
5.0,0.0,0,0,1,8.53,3,3.6,1.4,4,Placed
5.2,15.4,154,1,1,7.86,5,5.6,4.7,1,Placed
5.4,9.2,120,1,1,7.58,1,6.9,6.1,3,Placed
5.2,6.7,54,4,0,7.76,5,5.5,4.0,4,Placed
5.5,5.8,70,1,1,7.42,3,8.6,5.7,2,Placed
6.5,6.9,100,2,0,6.82,1,6.2,4.7,1,Placed
4.8,7.6,69,2,0,6.71,8,5.8,5.6,2,Placed
5.6,7.9,89,1,0,7.77,2,5.5,2.2,1,Placed
4.4,7.7,66,3,1,6.52,1,4.0,5.6,2,Placed
6.7,6.3,77,4,1,8.04,4,5.9,6.0,3,Placed
3.5,5.4,64,0,1,7.08,2,6.5,3.6,0,Placed
7.2,5.5,60,2,1,8.7,5,5.8,4.2,2,Placed
4.4,5.4,63,2,0,7.96,2,6.3,3.7,4,Placed
2.4,9.4,134,5,0,6.38,2,5.0,6.0,1,Not Placed
4.7,7.8,72,2,0,7.59,0,4.1,3.0,2,Placed
3.5,0.0,0,2,0,6.24,4,5.8,4.8,1,Placed
5.8,8.0,111,4,0,6.95,1,6.3,4.4,6,Placed
3.5,6.6,79,1,0,6.47,3,5.7,4.2,0,Placed
3.8,5.9,84,4,0,6.41,4,6.3,6.0,1,Placed
1.7,4.8,58,3,0,5.72,6,7.2,3.9,2,Placed
3.8,9.4,128,6,0,6.16,4,7.2,8.7,2,Placed
1.0,8.8,97,0,0,6.09,6,7.3,4.0,4,Placed
2.1,3.7,48,3,1,5.55,4,7.5,7.3,0,Placed
5.6,7.2,103,1,1,7.57,5,6.7,6.1,2,Placed
5.7,3.1,37,1,1,7.83,2,6.5,5.8,1,Not Placed
5.1,1.9,17,2,0,8.36,4,8.9,5.5,2,Placed
3.0,4.1,40,2,0,7.76,4,7.2,5.5,0,Placed
4.4,8.6,80,1,1,8.49,1,4.7,2.2,0,Placed
4.5,8.9,86,2,0,6.35,2,3.2,3.2,1,Placed
2.8,7.5,76,3,0,6.12,4,5.6,6.4,3,Placed
6.8,8.2,97,2,0,7.98,2,6.9,4.0,3,Placed
5.8,7.5,91,2,0,8.17,5,7.4,5.8,0,Placed
4.2,4.1,44,4,0,7.3,1,4.1,6.2,2,Placed
4.5,7.3,89,1,0,6.86,6,7.1,4.8,2,Placed
4.8,8.4,72,0,1,6.94,4,7.7,5.9,1,Placed
1.4,8.3,71,3,0,5.02,0,6.9,3.7,2,Placed
4.1,9.6,88,2,0,5.21,5,6.6,3.6,3,Placed
3.5,8.1,94,5,1,5.83,4,5.8,8.3,2,Placed
3.0,7.1,67,3,0,7.11,5,5.3,5.4,1,Placed
4.1,9.2,91,6,0,8.06,1,7.2,7.7,1,Placed
7.2,5.9,63,1,1,9.54,1,6.9,4.8,0,Placed
5.5,3.4,45,4,0,8.37,2,5.5,5.4,4,Placed
3.6,5.5,44,1,0,6.11,0,9.8,7.2,1,Placed
5.4,3.8,47,2,0,6.85,2,3.7,3.0,1,Not Placed
